wavelength value1 value2
799.3572760 1.5510486 19874.0000000
799.4017380 1.5509623 19069.0000000
799.4462000 1.5508761 18771.0000000
799.4906620 1.5507898 17989.0000000
799.5351240 1.5507036 17700.0000000
799.5795860 1.5506173 17701.0000000
799.6240480 1.5505311 17356.0000000
799.6685100 1.5504449 17177.0000000
799.7129720 1.5503587 16768.0000000
799.7574340 1.5502725 16444.0000000
799.8018960 1.5501863 16364.0000000
799.8463580 1.5501002 16318.0000000
799.8908200 1.5500140 15780.0000000
799.9352820 1.5499278 15937.0000000
799.9797440 1.5498417 15695.0000000
800.0242060 1.5497556 15390.0000000
800.0686680 1.5496694 15019.0000000
800.1131300 1.5495833 14974.0000000
800.1575920 1.5494972 14997.0000000
800.2020540 1.5494111 14777.0000000
800.2465160 1.5493250 14675.0000000
800.2909780 1.5492390 14631.0000000
800.3354400 1.5491529 14378.0000000
800.3799020 1.5490668 14270.0000000
800.4243640 1.5489808 14230.0000000
800.4688260 1.5488948 14214.0000000
800.5132880 1.5488087 14149.0000000
800.5577500 1.5487227 14033.0000000
800.6022120 1.5486367 14105.0000000
800.6466740 1.5485507 13822.0000000
800.6911360 1.5484647 13816.0000000
800.7355980 1.5483787 13920.0000000
800.7800600 1.5482928 13720.0000000
800.8245220 1.5482068 13864.0000000
800.8689840 1.5481208 13691.0000000
800.9134460 1.5480349 13937.0000000
800.9579080 1.5479490 13850.0000000
801.0023700 1.5478630 13795.0000000
801.0468320 1.5477771 13835.0000000
801.0912940 1.5476912 13815.0000000
801.1357560 1.5476053 13991.0000000
801.1802180 1.5475194 14197.0000000
801.2246800 1.5474336 14033.0000000
801.2691420 1.5473477 14192.0000000
801.3136040 1.5472619 14048.0000000
801.3580660 1.5471760 14300.0000000
801.4025280 1.5470902 14277.0000000
801.4469900 1.5470043 14186.0000000
801.4914520 1.5469185 14411.0000000
801.5359140 1.5468327 14168.0000000
801.5803760 1.5467469 14805.0000000
801.6248380 1.5466611 14437.0000000
801.6693000 1.5465753 14732.0000000
801.7137620 1.5464896 14742.0000000
801.7582240 1.5464038 14911.0000000
801.8026860 1.5463181 14730.0000000
801.8471480 1.5462323 14997.0000000
801.8916100 1.5461466 14911.0000000
801.9360720 1.5460609 15025.0000000
801.9805340 1.5459751 15197.0000000
802.0249960 1.5458894 15107.0000000
802.0694580 1.5458037 15139.0000000
802.1139200 1.5457181 15383.0000000
802.1583820 1.5456324 15246.0000000
802.2028440 1.5455467 15674.0000000
802.2473060 1.5454611 15624.0000000
802.2917680 1.5453754 15490.0000000
802.3362300 1.5452898 15760.0000000
802.3806920 1.5452041 15962.0000000
802.4251540 1.5451185 15903.0000000
802.4696160 1.5450329 15958.0000000
802.5140780 1.5449473 16058.0000000
802.5585400 1.5448617 16242.0000000
802.6030020 1.5447761 16340.0000000
802.6474640 1.5446906 16370.0000000
802.6919260 1.5446050 16325.0000000
802.7363880 1.5445195 16367.0000000
802.7808500 1.5444339 16623.0000000
802.8253120 1.5443484 16774.0000000
802.8697740 1.5442629 16782.0000000
802.9142360 1.5441773 17085.0000000
802.9586980 1.5440918 16945.0000000
803.0031600 1.5440063 17062.0000000
803.0476220 1.5439209 16986.0000000
803.0920840 1.5438354 17176.0000000
803.1365460 1.5437499 17336.0000000
803.1810080 1.5436645 17471.0000000
803.2254700 1.5435790 17500.0000000
803.2699320 1.5434936 17629.0000000
803.3143940 1.5434081 17525.0000000
803.3588560 1.5433227 17629.0000000
803.4033180 1.5432373 17843.0000000
803.4477800 1.5431519 18064.0000000
803.4922420 1.5430665 18191.0000000
803.5367040 1.5429811 18135.0000000
803.5811660 1.5428958 18127.0000000
803.6256280 1.5428104 18211.0000000
803.6700900 1.5427250 18345.0000000
803.7145520 1.5426397 18138.0000000
803.7590140 1.5425544 18267.0000000
803.8034760 1.5424690 18191.0000000
803.8479380 1.5423837 18730.0000000
803.8924000 1.5422984 18368.0000000
803.9368620 1.5422131 18689.0000000
803.9813240 1.5421278 18909.0000000
804.0257860 1.5420425 18666.0000000
804.0702480 1.5419573 18976.0000000
804.1147100 1.5418720 19050.0000000
804.1591720 1.5417868 19389.0000000
804.2036340 1.5417015 19293.0000000
804.2480960 1.5416163 19272.0000000
804.2925580 1.5415311 19274.0000000
804.3370200 1.5414459 19407.0000000
804.3814820 1.5413607 19683.0000000
804.4259440 1.5412755 19404.0000000
804.4704060 1.5411903 19613.0000000
804.5148680 1.5411051 19507.0000000
804.5593300 1.5410199 19398.0000000
804.6037920 1.5409348 19948.0000000
804.6482540 1.5408496 19637.0000000
804.6927160 1.5407645 19981.0000000
804.7371780 1.5406794 20107.0000000
804.7816400 1.5405943 19986.0000000
804.8261020 1.5405091 19793.0000000
804.8705640 1.5404240 20041.0000000
804.9150260 1.5403390 20010.0000000
804.9594880 1.5402539 20255.0000000
805.0039500 1.5401688 20117.0000000
805.0484120 1.5400837 19953.0000000
805.0928740 1.5399987 20498.0000000
805.1373360 1.5399136 20148.0000000
805.1817980 1.5398286 20541.0000000
805.2262600 1.5397436 20463.0000000
805.2707220 1.5396586 20677.0000000
805.3151840 1.5395736 20590.0000000
805.3596460 1.5394886 20631.0000000
805.4041080 1.5394036 20556.0000000
805.4485700 1.5393186 20687.0000000
805.4930320 1.5392336 20807.0000000
805.5374940 1.5391487 20595.0000000
805.5819560 1.5390637 20874.0000000
805.6264180 1.5389788 20711.0000000
805.6708800 1.5388939 21035.0000000
805.7153420 1.5388089 20890.0000000
805.7598040 1.5387240 21052.0000000
805.8042660 1.5386391 20809.0000000
805.8487280 1.5385542 20999.0000000
805.8931900 1.5384693 21288.0000000
805.9376520 1.5383845 21103.0000000
805.9821140 1.5382996 21046.0000000
806.0265760 1.5382148 21264.0000000
806.0710380 1.5381299 21269.0000000
806.1155000 1.5380451 21350.0000000
806.1599620 1.5379602 21311.0000000
806.2044240 1.5378754 21304.0000000
806.2488860 1.5377906 21390.0000000
806.2933480 1.5377058 21533.0000000
806.3378100 1.5376210 21690.0000000
806.3822720 1.5375362 21503.0000000
806.4267340 1.5374515 21930.0000000
806.4711960 1.5373667 21481.0000000
806.5156580 1.5372820 21596.0000000
806.5601200 1.5371972 21650.0000000
806.6045820 1.5371125 21613.0000000
806.6490440 1.5370278 21831.0000000
806.6935060 1.5369430 21750.0000000
806.7379680 1.5368583 21730.0000000
806.7824300 1.5367736 21718.0000000
806.8268920 1.5366890 21757.0000000
806.8713540 1.5366043 21841.0000000
806.9158160 1.5365196 21734.0000000
806.9602780 1.5364349 21838.0000000
807.0047400 1.5363503 21947.0000000
807.0492020 1.5362657 21826.0000000
807.0936640 1.5361810 21743.0000000
807.1381260 1.5360964 21904.0000000
807.1825880 1.5360118 21668.0000000
807.2270500 1.5359272 21527.0000000
807.2715120 1.5358426 21550.0000000
807.3159740 1.5357580 22063.0000000
807.3604360 1.5356734 22055.0000000
807.4048980 1.5355889 21920.0000000
807.4493600 1.5355043 21930.0000000
807.4938220 1.5354198 22036.0000000
807.5382840 1.5353352 22168.0000000
807.5827460 1.5352507 21947.0000000
807.6272080 1.5351662 21937.0000000
807.6716700 1.5350817 22106.0000000
807.7161320 1.5349972 22132.0000000
807.7605940 1.5349127 22374.0000000
807.8050560 1.5348282 21773.0000000
807.8495180 1.5347437 22240.0000000
807.8939800 1.5346593 21774.0000000
807.9384420 1.5345748 22082.0000000
807.9829040 1.5344904 21983.0000000
808.0273660 1.5344059 22006.0000000
808.0718280 1.5343215 22436.0000000
808.1162900 1.5342371 22078.0000000
808.1607520 1.5341527 22081.0000000
808.2052140 1.5340683 22012.0000000
808.2496760 1.5339839 22191.0000000
808.2941380 1.5338995 22184.0000000
808.3386000 1.5338151 22423.0000000
808.3830620 1.5337308 22101.0000000
808.4275240 1.5336464 22196.0000000
808.4719860 1.5335621 22352.0000000
808.5164480 1.5334777 22444.0000000
808.5609100 1.5333934 22239.0000000
808.6053720 1.5333091 22120.0000000
808.6498340 1.5332248 22374.0000000
808.6942960 1.5331405 22404.0000000
808.7387580 1.5330562 22236.0000000
808.7832200 1.5329719 22253.0000000
808.8276820 1.5328877 22326.0000000
808.8721440 1.5328034 22551.0000000
808.9166060 1.5327191 22290.0000000
808.9610680 1.5326349 22671.0000000
809.0055300 1.5325507 22406.0000000
809.0499920 1.5324665 22827.0000000
809.0944540 1.5323822 22704.0000000
809.1389160 1.5322980 22913.0000000
809.1833780 1.5322138 22895.0000000
809.2278400 1.5321297 22734.0000000
809.2723020 1.5320455 22884.0000000
809.3167640 1.5319613 22792.0000000
809.3612260 1.5318772 22730.0000000
809.4056880 1.5317930 22839.0000000
809.4501500 1.5317089 22716.0000000
809.4946120 1.5316247 22785.0000000
809.5390740 1.5315406 22839.0000000
809.5835360 1.5314565 22939.0000000
809.6279980 1.5313724 23322.0000000
809.6724600 1.5312883 23014.0000000
809.7169220 1.5312042 23173.0000000
809.7613840 1.5311201 22895.0000000
809.8058460 1.5310361 23152.0000000
809.8503080 1.5309520 23044.0000000
809.8947700 1.5308680 22976.0000000
809.9392320 1.5307839 22826.0000000
809.9836940 1.5306999 23104.0000000
810.0281560 1.5306159 23055.0000000
810.0726180 1.5305319 23158.0000000
810.1170800 1.5304479 23199.0000000
810.1615420 1.5303639 23158.0000000
810.2060040 1.5302799 23021.0000000
810.2504660 1.5301959 23137.0000000
810.2949280 1.5301120 23059.0000000
810.3393900 1.5300280 23080.0000000
810.3838520 1.5299441 23144.0000000
810.4283140 1.5298601 23287.0000000
810.4727760 1.5297762 23227.0000000
810.5172380 1.5296923 22874.0000000
810.5617000 1.5296084 23099.0000000
810.6061620 1.5295245 23203.0000000
810.6506240 1.5294406 23387.0000000
810.6950860 1.5293567 23480.0000000
810.7395480 1.5292728 23611.0000000
810.7840100 1.5291890 23308.0000000
810.8284720 1.5291051 23385.0000000
810.8729340 1.5290213 23423.0000000
810.9173960 1.5289374 23572.0000000
810.9618580 1.5288536 23657.0000000
811.0063200 1.5287698 23332.0000000
811.0507820 1.5286860 23407.0000000
811.0952440 1.5286022 23503.0000000
811.1397060 1.5285184 23701.0000000
811.1841680 1.5284346 23790.0000000
811.2286300 1.5283509 23483.0000000
811.2730920 1.5282671 23611.0000000
811.3175540 1.5281833 23610.0000000
811.3620160 1.5280996 23478.0000000
811.4064780 1.5280159 23684.0000000
811.4509400 1.5279321 23594.0000000
811.4954020 1.5278484 23520.0000000
811.5398640 1.5277647 23397.0000000
811.5843260 1.5276810 23545.0000000
811.6287880 1.5275973 23971.0000000
811.6732500 1.5275137 23703.0000000
811.7177120 1.5274300 23616.0000000
811.7621740 1.5273463 23650.0000000
811.8066360 1.5272627 23910.0000000
811.8510980 1.5271790 23498.0000000
811.8955600 1.5270954 23744.0000000
811.9400220 1.5270118 23587.0000000
811.9844840 1.5269282 23710.0000000
812.0289460 1.5268445 23914.0000000
812.0734080 1.5267610 23540.0000000
812.1178700 1.5266774 23656.0000000
812.1623320 1.5265938 23619.0000000
812.2067940 1.5265102 23805.0000000
812.2512560 1.5264267 23577.0000000
812.2957180 1.5263431 23654.0000000
812.3401800 1.5262596 23839.0000000
812.3846420 1.5261760 23788.0000000
812.4291040 1.5260925 23787.0000000
812.4735660 1.5260090 23652.0000000
812.5180280 1.5259255 23879.0000000
812.5624900 1.5258420 23815.0000000
812.6069520 1.5257585 23640.0000000
812.6514140 1.5256750 23680.0000000
812.6958760 1.5255916 23669.0000000
812.7403380 1.5255081 23888.0000000
812.7848000 1.5254247 23607.0000000
812.8292620 1.5253412 23745.0000000
812.8737240 1.5252578 23919.0000000
812.9181860 1.5251744 23641.0000000
812.9626480 1.5250909 23768.0000000
813.0071100 1.5250075 23987.0000000
813.0515720 1.5249241 23809.0000000
813.0960340 1.5248408 24005.0000000
813.1404960 1.5247574 23622.0000000
813.1849580 1.5246740 24037.0000000
813.2294200 1.5245906 23769.0000000
813.2738820 1.5245073 24259.0000000
813.3183440 1.5244240 23856.0000000
813.3628060 1.5243406 23619.0000000
813.4072680 1.5242573 23964.0000000
813.4517300 1.5241740 23799.0000000
813.4961920 1.5240907 24068.0000000
813.5406540 1.5240074 24299.0000000
813.5851160 1.5239241 24122.0000000
813.6295780 1.5238408 23869.0000000
813.6740400 1.5237576 23759.0000000
813.7185020 1.5236743 24139.0000000
813.7629640 1.5235911 24032.0000000
813.8074260 1.5235078 24052.0000000
813.8518880 1.5234246 24046.0000000
813.8963500 1.5233414 24050.0000000
813.9408120 1.5232581 24238.0000000
813.9852740 1.5231749 24204.0000000
814.0297360 1.5230917 24126.0000000
814.0741980 1.5230086 24004.0000000
814.1186600 1.5229254 24012.0000000
814.1631220 1.5228422 24072.0000000
814.2075840 1.5227591 24137.0000000
814.2520460 1.5226759 24044.0000000
814.2965080 1.5225928 23880.0000000
814.3409700 1.5225096 23990.0000000
814.3854320 1.5224265 23996.0000000
814.4298940 1.5223434 23958.0000000
814.4743560 1.5222603 23986.0000000
814.5188180 1.5221772 24251.0000000
814.5632800 1.5220941 24354.0000000
814.6077420 1.5220110 24227.0000000
814.6522040 1.5219280 24355.0000000
814.6966660 1.5218449 24335.0000000
814.7411280 1.5217619 24353.0000000
814.7855900 1.5216788 24137.0000000
814.8300520 1.5215958 24251.0000000
814.8745140 1.5215128 24048.0000000
814.9189760 1.5214297 24122.0000000
814.9634380 1.5213467 24175.0000000
815.0079000 1.5212637 24395.0000000
815.0523620 1.5211808 24156.0000000
815.0968240 1.5210978 24359.0000000
815.1412860 1.5210148 24380.0000000
815.1857480 1.5209319 24211.0000000
815.2302100 1.5208489 24324.0000000
815.2746720 1.5207660 24514.0000000
815.3191340 1.5206830 24168.0000000
815.3635960 1.5206001 24227.0000000
815.4080580 1.5205172 24641.0000000
815.4525200 1.5204343 24708.0000000
815.4969820 1.5203514 24366.0000000
815.5414440 1.5202685 24437.0000000
815.5859060 1.5201856 24309.0000000
815.6303680 1.5201028 24762.0000000
815.6748300 1.5200199 24602.0000000
815.7192920 1.5199370 24724.0000000
815.7637540 1.5198542 24798.0000000
815.8082160 1.5197714 24659.0000000
815.8526780 1.5196885 24777.0000000
815.8971400 1.5196057 24912.0000000
815.9416020 1.5195229 24962.0000000
815.9860640 1.5194401 24710.0000000
816.0305260 1.5193573 24756.0000000
816.0749880 1.5192746 25031.0000000
816.1194500 1.5191918 24938.0000000
816.1639120 1.5191090 25361.0000000
816.2083740 1.5190263 25226.0000000
816.2528360 1.5189435 25298.0000000
816.2972980 1.5188608 25137.0000000
816.3417600 1.5187781 25248.0000000
816.3862220 1.5186954 25207.0000000
816.4306840 1.5186127 25225.0000000
816.4751460 1.5185300 25343.0000000
816.5196080 1.5184473 25208.0000000
816.5640700 1.5183646 25565.0000000
816.6085320 1.5182819 25325.0000000
816.6529940 1.5181993 25510.0000000
816.6974560 1.5181166 25352.0000000
816.7419180 1.5180340 25368.0000000
816.7863800 1.5179513 25356.0000000
816.8308420 1.5178687 25356.0000000
816.8753040 1.5177861 25375.0000000
816.9197660 1.5177035 25697.0000000
816.9642280 1.5176209 25494.0000000
817.0086900 1.5175383 25325.0000000
817.0531520 1.5174557 25349.0000000
817.0976140 1.5173731 25206.0000000
817.1420760 1.5172906 25216.0000000
817.1865380 1.5172080 25240.0000000
817.2310000 1.5171255 25299.0000000
817.2754620 1.5170429 25389.0000000
817.3199240 1.5169604 25350.0000000
817.3643860 1.5168779 25372.0000000
817.4088480 1.5167954 24900.0000000
817.4533100 1.5167129 25026.0000000
817.4977720 1.5166304 24964.0000000
817.5422340 1.5165479 25102.0000000
817.5866960 1.5164654 25059.0000000
817.6311580 1.5163830 25001.0000000
817.6756200 1.5163005 24725.0000000
817.7200820 1.5162181 25315.0000000
817.7645440 1.5161356 24973.0000000
817.8090060 1.5160532 25095.0000000
817.8534680 1.5159708 25034.0000000
817.8979300 1.5158884 24933.0000000
817.9423920 1.5158060 24969.0000000
817.9868540 1.5157236 24970.0000000
818.0313160 1.5156412 24887.0000000
818.0757780 1.5155588 24953.0000000
818.1202400 1.5154765 24840.0000000
818.1647020 1.5153941 24925.0000000
818.2091640 1.5153118 24619.0000000
818.2536260 1.5152294 24937.0000000
818.2980880 1.5151471 24749.0000000
818.3425500 1.5150648 24785.0000000
818.3870120 1.5149825 24649.0000000
818.4314740 1.5149002 24564.0000000
818.4759360 1.5148179 24674.0000000
818.5203980 1.5147356 24526.0000000
818.5648600 1.5146533 24412.0000000
818.6093220 1.5145710 24468.0000000
818.6537840 1.5144888 24142.0000000
818.6982460 1.5144065 24276.0000000
818.7427080 1.5143243 24214.0000000
818.7871700 1.5142421 24436.0000000
818.8316320 1.5141598 24268.0000000
818.8760940 1.5140776 24352.0000000
818.9205560 1.5139954 24097.0000000
818.9650180 1.5139132 24283.0000000
819.0094800 1.5138310 24139.0000000
819.0539420 1.5137489 24022.0000000
819.0984040 1.5136667 24180.0000000
819.1428660 1.5135845 23922.0000000
819.1873280 1.5135024 23983.0000000
819.2317900 1.5134202 23846.0000000
819.2762520 1.5133381 24055.0000000
819.3207140 1.5132560 23793.0000000
819.3651760 1.5131739 23860.0000000
819.4096380 1.5130918 23810.0000000
819.4541000 1.5130097 23835.0000000
819.4985620 1.5129276 23755.0000000
819.5430240 1.5128455 23692.0000000
819.5874860 1.5127634 23593.0000000
819.6319480 1.5126814 23633.0000000
819.6764100 1.5125993 23597.0000000
819.7208720 1.5125173 23472.0000000
819.7653340 1.5124352 23597.0000000
819.8097960 1.5123532 23828.0000000
819.8542580 1.5122712 23446.0000000
819.8987200 1.5121892 23352.0000000
819.9431820 1.5121072 23199.0000000
819.9876440 1.5120252 23338.0000000
820.0321060 1.5119432 22974.0000000
820.0765680 1.5118612 23324.0000000
820.1210300 1.5117793 23023.0000000
820.1654920 1.5116973 23032.0000000
820.2099540 1.5116154 23097.0000000
820.2544160 1.5115334 22928.0000000
820.2988780 1.5114515 23114.0000000
820.3433400 1.5113696 23025.0000000
820.3878020 1.5112877 22954.0000000
820.4322640 1.5112058 22845.0000000
820.4767260 1.5111239 22984.0000000
820.5211880 1.5110420 23252.0000000
820.5656500 1.5109601 22965.0000000
820.6101120 1.5108783 22947.0000000
820.6545740 1.5107964 22980.0000000
820.6990360 1.5107145 22706.0000000
820.7434980 1.5106327 22892.0000000
820.7879600 1.5105509 22725.0000000
820.8324220 1.5104691 22858.0000000
820.8768840 1.5103872 22655.0000000
820.9213460 1.5103054 22650.0000000
820.9658080 1.5102236 22386.0000000
821.0102700 1.5101419 22267.0000000
821.0547320 1.5100601 22197.0000000
821.0991940 1.5099783 22491.0000000
821.1436560 1.5098965 22315.0000000
821.1881180 1.5098148 22264.0000000
821.2325800 1.5097331 22187.0000000
821.2770420 1.5096513 22221.0000000
821.3215040 1.5095696 22348.0000000
821.3659660 1.5094879 22273.0000000
821.4104280 1.5094062 22197.0000000
821.4548900 1.5093245 22121.0000000
821.4993520 1.5092428 21867.0000000
821.5438140 1.5091611 22135.0000000
821.5882760 1.5090794 22067.0000000
821.6327380 1.5089978 21704.0000000
821.6772000 1.5089161 21982.0000000
821.7216620 1.5088345 21923.0000000
821.7661240 1.5087528 20739.0000000
821.8105860 1.5086712 20293.0000000
821.8550480 1.5085896 21579.0000000
821.8995100 1.5085080 21652.0000000
821.9439720 1.5084264 21432.0000000
821.9884340 1.5083448 21817.0000000
822.0328960 1.5082632 21493.0000000
822.0773580 1.5081816 21281.0000000
822.1218200 1.5081001 21237.0000000
822.1662820 1.5080185 21135.0000000
822.2107440 1.5079370 21302.0000000
822.2552060 1.5078554 21274.0000000
822.2996680 1.5077739 21000.0000000
822.3441300 1.5076924 20962.0000000
822.3885920 1.5076109 21251.0000000
822.4330540 1.5075294 20842.0000000
822.4775160 1.5074479 20499.0000000
822.5219780 1.5073664 20850.0000000
822.5664400 1.5072849 20711.0000000
822.6109020 1.5072034 20749.0000000
822.6553640 1.5071220 20738.0000000
822.6998260 1.5070405 21007.0000000
822.7442880 1.5069591 20616.0000000
822.7887500 1.5068776 20542.0000000
822.8332120 1.5067962 20427.0000000
822.8776740 1.5067148 20591.0000000
822.9221360 1.5066334 20432.0000000
822.9665980 1.5065520 20594.0000000
823.0110600 1.5064706 20355.0000000
823.0555220 1.5063892 20498.0000000
823.0999840 1.5063079 20136.0000000
823.1444460 1.5062265 20427.0000000
823.1889080 1.5061451 20442.0000000
823.2333700 1.5060638 20543.0000000
823.2778320 1.5059825 20249.0000000
823.3222940 1.5059011 20485.0000000
823.3667560 1.5058198 20256.0000000
823.4112180 1.5057385 20147.0000000
823.4556800 1.5056572 20185.0000000
823.5001420 1.5055759 20358.0000000
823.5446040 1.5054946 20002.0000000
823.5890660 1.5054133 20056.0000000
823.6335280 1.5053321 19933.0000000
823.6779900 1.5052508 20164.0000000
823.7224520 1.5051696 20155.0000000
823.7669140 1.5050883 20118.0000000
823.8113760 1.5050071 20130.0000000
823.8558380 1.5049259 20137.0000000
823.9003000 1.5048447 20070.0000000
823.9447620 1.5047635 19668.0000000
823.9892240 1.5046823 19621.0000000
824.0336860 1.5046011 20049.0000000
824.0781480 1.5045199 20048.0000000
824.1226100 1.5044387 19672.0000000
824.1670720 1.5043576 19831.0000000
824.2115340 1.5042764 19532.0000000
824.2559960 1.5041953 19527.0000000
824.3004580 1.5041141 19469.0000000
824.3449200 1.5040330 19475.0000000
824.3893820 1.5039519 19686.0000000
824.4338440 1.5038708 19648.0000000
824.4783060 1.5037897 19608.0000000
824.5227680 1.5037086 19864.0000000
824.5672300 1.5036275 19587.0000000
824.6116920 1.5035464 19663.0000000
824.6561540 1.5034654 19346.0000000
824.7006160 1.5033843 19185.0000000
824.4000000 1.5595496 19562.0000000
