wavelength value1 value2
799.4017380 1.5509623 4298.0000000
799.4462000 1.5508761 4265.0000000
799.4906620 1.5507898 4390.0000000
799.5351240 1.5507036 4496.0000000
799.5795860 1.5506173 4570.0000000
799.6240480 1.5505311 4666.0000000
799.6685100 1.5504449 4547.0000000
799.7129720 1.5503587 4739.0000000
799.7574340 1.5502725 4884.0000000
799.8018960 1.5501863 4993.0000000
799.8463580 1.5501002 5011.0000000
799.8908200 1.5500140 5088.0000000
799.9352820 1.5499278 5004.0000000
799.9797440 1.5498417 5182.0000000
800.0242060 1.5497556 5176.0000000
800.0686680 1.5496694 5247.0000000
800.1131300 1.5495833 5436.0000000
800.1575920 1.5494972 5382.0000000
800.2020540 1.5494111 5550.0000000
800.2465160 1.5493250 5687.0000000
800.2909780 1.5492390 5739.0000000
800.3354400 1.5491529 5771.0000000
800.3799020 1.5490668 5848.0000000
800.4243640 1.5489808 5942.0000000
800.4688260 1.5488948 6103.0000000
800.5132880 1.5488087 6036.0000000
800.5577500 1.5487227 6227.0000000
800.6022120 1.5486367 6269.0000000
800.6466740 1.5485507 6287.0000000
800.6911360 1.5484647 6493.0000000
800.7355980 1.5483787 6573.0000000
800.7800600 1.5482928 6699.0000000
800.8245220 1.5482068 6752.0000000
800.8689840 1.5481208 6752.0000000
800.9134460 1.5480349 7127.0000000
800.9579080 1.5479490 7092.0000000
801.0023700 1.5478630 7251.0000000
801.0468320 1.5477771 7456.0000000
801.0912940 1.5476912 7553.0000000
801.1357560 1.5476053 7515.0000000
801.1802180 1.5475194 7733.0000000
801.2246800 1.5474336 7787.0000000
801.2691420 1.5473477 8012.0000000
801.3136040 1.5472619 8045.0000000
801.3580660 1.5471760 8255.0000000
801.4025280 1.5470902 8399.0000000
801.4469900 1.5470043 8847.0000000
801.4914520 1.5469185 8748.0000000
801.5359140 1.5468327 8864.0000000
801.5803760 1.5467469 9110.0000000
801.6248380 1.5466611 9278.0000000
801.6693000 1.5465753 9469.0000000
801.7137620 1.5464896 9714.0000000
801.7582240 1.5464038 9813.0000000
801.8026860 1.5463181 10182.0000000
801.8471480 1.5462323 10486.0000000
801.8916100 1.5461466 10719.0000000
801.9360720 1.5460609 10909.0000000
801.9805340 1.5459751 11288.0000000
802.0249960 1.5458894 11430.0000000
802.0694580 1.5458037 11595.0000000
802.1139200 1.5457181 12072.0000000
802.1583820 1.5456324 12408.0000000
802.2028440 1.5455467 12693.0000000
802.2473060 1.5454611 12927.0000000
802.2917680 1.5453754 13344.0000000
802.3362300 1.5452898 13447.0000000
802.3806920 1.5452041 14037.0000000
802.4251540 1.5451185 13987.0000000
802.4696160 1.5450329 14427.0000000
802.5140780 1.5449473 14657.0000000
802.5585400 1.5448617 15008.0000000
802.6030020 1.5447761 15283.0000000
802.6474640 1.5446906 15404.0000000
802.6919260 1.5446050 15777.0000000
802.7363880 1.5445195 15726.0000000
802.7808500 1.5444339 15994.0000000
802.8253120 1.5443484 16412.0000000
802.8697740 1.5442629 16481.0000000
802.9142360 1.5441773 16799.0000000
802.9586980 1.5440918 17188.0000000
803.0031600 1.5440063 17046.0000000
803.0476220 1.5439209 16897.0000000
803.0920840 1.5438354 17311.0000000
803.1365460 1.5437499 17416.0000000
803.1810080 1.5436645 17485.0000000
803.2254700 1.5435790 17404.0000000
803.2699320 1.5434936 17371.0000000
803.3143940 1.5434081 17462.0000000
803.3588560 1.5433227 17506.0000000
803.4033180 1.5432373 17430.0000000
803.4477800 1.5431519 17555.0000000
803.4922420 1.5430665 17423.0000000
803.5367040 1.5429811 17353.0000000
803.5811660 1.5428958 17444.0000000
803.6256280 1.5428104 17557.0000000
803.6700900 1.5427250 17233.0000000
803.7145520 1.5426397 17200.0000000
803.7590140 1.5425544 17071.0000000
803.8034760 1.5424690 16972.0000000
803.8479380 1.5423837 17209.0000000
803.8924000 1.5422984 16761.0000000
803.9368620 1.5422131 16998.0000000
803.9813240 1.5421278 16794.0000000
804.0257860 1.5420425 16943.0000000
804.0702480 1.5419573 16866.0000000
804.1147100 1.5418720 16954.0000000
804.1591720 1.5417868 16738.0000000
804.2036340 1.5417015 16696.0000000
804.2480960 1.5416163 16571.0000000
804.2925580 1.5415311 16480.0000000
804.3370200 1.5414459 16374.0000000
804.3814820 1.5413607 16293.0000000
804.4259440 1.5412755 16193.0000000
804.4704060 1.5411903 16312.0000000
804.5148680 1.5411051 16286.0000000
804.5593300 1.5410199 16365.0000000
804.6037920 1.5409348 16133.0000000
804.6482540 1.5408496 16004.0000000
804.6927160 1.5407645 15713.0000000
804.7371780 1.5406794 15793.0000000
804.7816400 1.5405943 16034.0000000
804.8261020 1.5405091 15817.0000000
804.8705640 1.5404240 15404.0000000
804.9150260 1.5403390 15656.0000000
804.9594880 1.5402539 15460.0000000
805.0039500 1.5401688 15450.0000000
805.0484120 1.5400837 15229.0000000
805.0928740 1.5399987 15187.0000000
805.1373360 1.5399136 15151.0000000
805.1817980 1.5398286 15073.0000000
805.2262600 1.5397436 15303.0000000
805.2707220 1.5396586 14761.0000000
805.3151840 1.5395736 14954.0000000
805.3596460 1.5394886 14904.0000000
805.4041080 1.5394036 14783.0000000
805.4485700 1.5393186 14838.0000000
805.4930320 1.5392336 14620.0000000
805.5374940 1.5391487 14628.0000000
805.5819560 1.5390637 14499.0000000
805.6264180 1.5389788 14550.0000000
805.6708800 1.5388939 14648.0000000
805.7153420 1.5388089 14567.0000000
805.7598040 1.5387240 14314.0000000
805.8042660 1.5386391 14312.0000000
805.8487280 1.5385542 14148.0000000
805.8931900 1.5384693 14285.0000000
805.9376520 1.5383845 14325.0000000
805.9821140 1.5382996 14138.0000000
806.0265760 1.5382148 14048.0000000
806.0710380 1.5381299 14306.0000000
806.1155000 1.5380451 14035.0000000
806.1599620 1.5379602 14104.0000000
806.2044240 1.5378754 14038.0000000
806.2488860 1.5377906 14135.0000000
806.2933480 1.5377058 14177.0000000
806.3378100 1.5376210 13966.0000000
806.3822720 1.5375362 13920.0000000
806.4267340 1.5374515 13712.0000000
806.4711960 1.5373667 13752.0000000
806.5156580 1.5372820 13623.0000000
806.5601200 1.5371972 13755.0000000
806.6045820 1.5371125 13753.0000000
806.6490440 1.5370278 13850.0000000
806.6935060 1.5369430 13594.0000000
806.7379680 1.5368583 13625.0000000
806.7824300 1.5367736 13738.0000000
806.8268920 1.5366890 13691.0000000
806.8713540 1.5366043 13633.0000000
806.9158160 1.5365196 13459.0000000
806.9602780 1.5364349 13656.0000000
807.0047400 1.5363503 13696.0000000
807.0492020 1.5362657 13325.0000000
807.0936640 1.5361810 13535.0000000
807.1381260 1.5360964 13537.0000000
807.1825880 1.5360118 13710.0000000
807.2270500 1.5359272 13650.0000000
807.2715120 1.5358426 13547.0000000
807.3159740 1.5357580 13476.0000000
807.3604360 1.5356734 13352.0000000
807.4048980 1.5355889 13286.0000000
807.4493600 1.5355043 13485.0000000
807.4938220 1.5354198 13310.0000000
807.5382840 1.5353352 13443.0000000
807.5827460 1.5352507 13353.0000000
807.6272080 1.5351662 13439.0000000
807.6716700 1.5350817 13361.0000000
807.7161320 1.5349972 13474.0000000
807.7605940 1.5349127 13304.0000000
807.8050560 1.5348282 13159.0000000
807.8495180 1.5347437 13304.0000000
807.8939800 1.5346593 13428.0000000
807.9384420 1.5345748 13518.0000000
807.9829040 1.5344904 13315.0000000
808.0273660 1.5344059 13279.0000000
808.0718280 1.5343215 13299.0000000
808.1162900 1.5342371 13334.0000000
808.1607520 1.5341527 13351.0000000
808.2052140 1.5340683 13243.0000000
808.2496760 1.5339839 13205.0000000
808.2941380 1.5338995 13231.0000000
808.3386000 1.5338151 13256.0000000
808.3830620 1.5337308 13329.0000000
808.4275240 1.5336464 13293.0000000
808.4719860 1.5335621 13247.0000000
808.5164480 1.5334777 13301.0000000
808.5609100 1.5333934 13417.0000000
808.6053720 1.5333091 13316.0000000
808.6498340 1.5332248 13215.0000000
808.6942960 1.5331405 13580.0000000
808.7387580 1.5330562 13445.0000000
808.7832200 1.5329719 13323.0000000
808.8276820 1.5328877 13164.0000000
808.8721440 1.5328034 13185.0000000
808.9166060 1.5327191 13423.0000000
808.9610680 1.5326349 13234.0000000
809.0055300 1.5325507 13470.0000000
809.0499920 1.5324665 13352.0000000
809.0944540 1.5323822 13489.0000000
809.1389160 1.5322980 13382.0000000
809.1833780 1.5322138 13383.0000000
809.2278400 1.5321297 13561.0000000
809.2723020 1.5320455 13563.0000000
809.3167640 1.5319613 13429.0000000
809.3612260 1.5318772 13507.0000000
809.4056880 1.5317930 13463.0000000
809.4501500 1.5317089 13597.0000000
809.4946120 1.5316247 13476.0000000
809.5390740 1.5315406 13524.0000000
809.5835360 1.5314565 13583.0000000
809.6279980 1.5313724 13537.0000000
809.6724600 1.5312883 13515.0000000
809.7169220 1.5312042 13502.0000000
809.7613840 1.5311201 13540.0000000
809.8058460 1.5310361 13789.0000000
809.8503080 1.5309520 13754.0000000
809.8947700 1.5308680 13767.0000000
809.9392320 1.5307839 13586.0000000
809.9836940 1.5306999 13647.0000000
810.0281560 1.5306159 13686.0000000
810.0726180 1.5305319 13711.0000000
810.1170800 1.5304479 13751.0000000
810.1615420 1.5303639 13626.0000000
810.2060040 1.5302799 13849.0000000
810.2504660 1.5301959 13581.0000000
810.2949280 1.5301120 13687.0000000
810.3393900 1.5300280 13469.0000000
810.3838520 1.5299441 13573.0000000
810.4283140 1.5298601 13508.0000000
810.4727760 1.5297762 13625.0000000
810.5172380 1.5296923 13658.0000000
810.5617000 1.5296084 13672.0000000
810.6061620 1.5295245 13581.0000000
810.6506240 1.5294406 13585.0000000
810.6950860 1.5293567 13808.0000000
810.7395480 1.5292728 13717.0000000
810.7840100 1.5291890 13857.0000000
810.8284720 1.5291051 13620.0000000
810.8729340 1.5290213 13901.0000000
810.9173960 1.5289374 13748.0000000
810.9618580 1.5288536 13998.0000000
811.0063200 1.5287698 13825.0000000
811.0507820 1.5286860 13902.0000000
811.0952440 1.5286022 13704.0000000
811.1397060 1.5285184 13981.0000000
811.1841680 1.5284346 13979.0000000
811.2286300 1.5283509 13862.0000000
811.2730920 1.5282671 14013.0000000
811.3175540 1.5281833 13941.0000000
811.3620160 1.5280996 13949.0000000
811.4064780 1.5280159 13996.0000000
811.4509400 1.5279321 14091.0000000
811.4954020 1.5278484 14002.0000000
811.5398640 1.5277647 13986.0000000
811.5843260 1.5276810 13948.0000000
811.6287880 1.5275973 13947.0000000
811.6732500 1.5275137 14063.0000000
811.7177120 1.5274300 13977.0000000
811.7621740 1.5273463 13736.0000000
811.8066360 1.5272627 13879.0000000
811.8510980 1.5271790 14092.0000000
811.8955600 1.5270954 13938.0000000
811.9400220 1.5270118 14136.0000000
811.9844840 1.5269282 14142.0000000
812.0289460 1.5268445 14270.0000000
812.0734080 1.5267610 13995.0000000
812.1178700 1.5266774 14160.0000000
812.1623320 1.5265938 14053.0000000
812.2067940 1.5265102 14093.0000000
812.2512560 1.5264267 14129.0000000
812.2957180 1.5263431 14320.0000000
812.3401800 1.5262596 14263.0000000
812.3846420 1.5261760 14369.0000000
812.4291040 1.5260925 14188.0000000
812.4735660 1.5260090 14356.0000000
812.5180280 1.5259255 14130.0000000
812.5624900 1.5258420 14115.0000000
812.6069520 1.5257585 14281.0000000
812.6514140 1.5256750 14131.0000000
812.6958760 1.5255916 14263.0000000
812.7403380 1.5255081 14232.0000000
812.7848000 1.5254247 14082.0000000
812.8292620 1.5253412 14124.0000000
812.8737240 1.5252578 14342.0000000
812.9181860 1.5251744 14038.0000000
812.9626480 1.5250909 14013.0000000
813.0071100 1.5250075 14111.0000000
813.0515720 1.5249241 14160.0000000
813.0960340 1.5248408 14066.0000000
813.1404960 1.5247574 14307.0000000
813.1849580 1.5246740 14421.0000000
813.2294200 1.5245906 14199.0000000
813.2738820 1.5245073 14276.0000000
813.3183440 1.5244240 14423.0000000
813.3628060 1.5243406 14238.0000000
813.4072680 1.5242573 14386.0000000
813.4517300 1.5241740 14170.0000000
813.4961920 1.5240907 14185.0000000
813.5406540 1.5240074 14237.0000000
813.5851160 1.5239241 14179.0000000
813.6295780 1.5238408 14069.0000000
813.6740400 1.5237576 14065.0000000
813.7185020 1.5236743 14331.0000000
813.7629640 1.5235911 14186.0000000
813.8074260 1.5235078 14171.0000000
813.8518880 1.5234246 14276.0000000
813.8963500 1.5233414 14284.0000000
813.9408120 1.5232581 14259.0000000
813.9852740 1.5231749 14330.0000000
814.0297360 1.5230917 14215.0000000
814.0741980 1.5230086 14406.0000000
814.1186600 1.5229254 14210.0000000
814.1631220 1.5228422 14219.0000000
814.2075840 1.5227591 14256.0000000
814.2520460 1.5226759 14078.0000000
814.2965080 1.5225928 14034.0000000
814.3409700 1.5225096 14215.0000000
814.3854320 1.5224265 14314.0000000
814.4298940 1.5223434 14262.0000000
814.4743560 1.5222603 14313.0000000
814.5188180 1.5221772 14137.0000000
814.5632800 1.5220941 14296.0000000
814.6077420 1.5220110 14327.0000000
814.6522040 1.5219280 14372.0000000
814.6966660 1.5218449 14377.0000000
814.7411280 1.5217619 14219.0000000
814.7855900 1.5216788 14329.0000000
814.8300520 1.5215958 14350.0000000
814.8745140 1.5215128 14098.0000000
814.9189760 1.5214297 14228.0000000
814.9634380 1.5213467 14204.0000000
815.0079000 1.5212637 14286.0000000
815.0523620 1.5211808 14484.0000000
815.0968240 1.5210978 14277.0000000
815.1412860 1.5210148 14180.0000000
815.1857480 1.5209319 14426.0000000
815.2302100 1.5208489 14278.0000000
815.2746720 1.5207660 14516.0000000
815.3191340 1.5206830 14276.0000000
815.3635960 1.5206001 14356.0000000
815.4080580 1.5205172 14497.0000000
815.4525200 1.5204343 14220.0000000
815.4969820 1.5203514 14395.0000000
815.5414440 1.5202685 14294.0000000
815.5859060 1.5201856 14412.0000000
815.6303680 1.5201028 14234.0000000
815.6748300 1.5200199 14411.0000000
815.7192920 1.5199370 14294.0000000
815.7637540 1.5198542 14424.0000000
815.8082160 1.5197714 14416.0000000
815.8526780 1.5196885 14243.0000000
815.8971400 1.5196057 14260.0000000
815.9416020 1.5195229 14446.0000000
815.9860640 1.5194401 14300.0000000
816.0305260 1.5193573 14366.0000000
816.0749880 1.5192746 14251.0000000
816.1194500 1.5191918 14320.0000000
816.1639120 1.5191090 14327.0000000
816.2083740 1.5190263 14382.0000000
816.2528360 1.5189435 14145.0000000
816.2972980 1.5188608 14215.0000000
816.3417600 1.5187781 14411.0000000
816.3862220 1.5186954 14118.0000000
816.4306840 1.5186127 14336.0000000
816.4751460 1.5185300 14174.0000000
816.5196080 1.5184473 14256.0000000
816.5640700 1.5183646 14067.0000000
816.6085320 1.5182819 14282.0000000
816.6529940 1.5181993 14246.0000000
816.6974560 1.5181166 14207.0000000
816.7419180 1.5180340 14214.0000000
816.7863800 1.5179513 14192.0000000
816.8308420 1.5178687 14222.0000000
816.8753040 1.5177861 14001.0000000
816.9197660 1.5177035 14143.0000000
816.9642280 1.5176209 14218.0000000
817.0086900 1.5175383 14142.0000000
817.0531520 1.5174557 14204.0000000
817.0976140 1.5173731 14215.0000000
817.1420760 1.5172906 14063.0000000
817.1865380 1.5172080 14118.0000000
817.2310000 1.5171255 14363.0000000
817.2754620 1.5170429 13996.0000000
817.3199240 1.5169604 14095.0000000
817.3643860 1.5168779 14208.0000000
817.4088480 1.5167954 14150.0000000
817.4533100 1.5167129 14124.0000000
817.4977720 1.5166304 13955.0000000
817.5422340 1.5165479 14074.0000000
817.5866960 1.5164654 14281.0000000
817.6311580 1.5163830 14156.0000000
817.6756200 1.5163005 13939.0000000
817.7200820 1.5162181 14118.0000000
817.7645440 1.5161356 14091.0000000
817.8090060 1.5160532 14230.0000000
817.8534680 1.5159708 13940.0000000
817.8979300 1.5158884 13903.0000000
817.9423920 1.5158060 13988.0000000
817.9868540 1.5157236 14060.0000000
818.0313160 1.5156412 14056.0000000
818.0757780 1.5155588 14050.0000000
818.1202400 1.5154765 14035.0000000
818.1647020 1.5153941 13783.0000000
818.2091640 1.5153118 14184.0000000
818.2536260 1.5152294 14063.0000000
818.2980880 1.5151471 13943.0000000
818.3425500 1.5150648 14028.0000000
818.3870120 1.5149825 13992.0000000
818.4314740 1.5149002 13829.0000000
818.4759360 1.5148179 13895.0000000
818.5203980 1.5147356 13937.0000000
818.5648600 1.5146533 13895.0000000
818.6093220 1.5145710 13774.0000000
818.6537840 1.5144888 13693.0000000
818.6982460 1.5144065 13741.0000000
818.7427080 1.5143243 13902.0000000
818.7871700 1.5142421 13876.0000000
818.8316320 1.5141598 13986.0000000
818.8760940 1.5140776 13726.0000000
818.9205560 1.5139954 13841.0000000
818.9650180 1.5139132 13790.0000000
819.0094800 1.5138310 13740.0000000
819.0539420 1.5137489 13646.0000000
819.0984040 1.5136667 13664.0000000
819.1428660 1.5135845 13602.0000000
819.1873280 1.5135024 13498.0000000
819.2317900 1.5134202 13580.0000000
819.2762520 1.5133381 13602.0000000
819.3207140 1.5132560 13741.0000000
819.3651760 1.5131739 13889.0000000
819.4096380 1.5130918 13695.0000000
819.4541000 1.5130097 13584.0000000
819.4985620 1.5129276 13805.0000000
819.5430240 1.5128455 13504.0000000
819.5874860 1.5127634 13636.0000000
819.6319480 1.5126814 13375.0000000
819.6764100 1.5125993 13428.0000000
819.7208720 1.5125173 13429.0000000
819.7653340 1.5124352 13504.0000000
819.8097960 1.5123532 13410.0000000
819.8542580 1.5122712 13268.0000000
819.8987200 1.5121892 13248.0000000
819.9431820 1.5121072 13292.0000000
819.9876440 1.5120252 13409.0000000
820.0321060 1.5119432 13389.0000000
820.0765680 1.5118612 13144.0000000
820.1210300 1.5117793 13136.0000000
820.1654920 1.5116973 13224.0000000
820.2099540 1.5116154 13247.0000000
820.2544160 1.5115334 13365.0000000
820.2988780 1.5114515 13401.0000000
820.3433400 1.5113696 13329.0000000
820.3878020 1.5112877 13162.0000000
820.4322640 1.5112058 12964.0000000
820.4767260 1.5111239 13104.0000000
820.5211880 1.5110420 13084.0000000
820.5656500 1.5109601 13185.0000000
820.6101120 1.5108783 13222.0000000
820.6545740 1.5107964 12891.0000000
820.6990360 1.5107145 13189.0000000
820.7434980 1.5106327 13183.0000000
820.7879600 1.5105509 13016.0000000
820.8324220 1.5104691 13197.0000000
820.8768840 1.5103872 12977.0000000
820.9213460 1.5103054 12847.0000000
820.9658080 1.5102236 12992.0000000
821.0102700 1.5101419 12896.0000000
821.0547320 1.5100601 12779.0000000
821.0991940 1.5099783 12781.0000000
821.1436560 1.5098965 12999.0000000
821.1881180 1.5098148 12989.0000000
821.2325800 1.5097331 12878.0000000
821.2770420 1.5096513 12859.0000000
821.3215040 1.5095696 12876.0000000
821.3659660 1.5094879 12721.0000000
821.4104280 1.5094062 12775.0000000
821.4548900 1.5093245 12831.0000000
821.4993520 1.5092428 12633.0000000
821.5438140 1.5091611 12700.0000000
821.5882760 1.5090794 12760.0000000
821.6327380 1.5089978 12668.0000000
821.6772000 1.5089161 12698.0000000
821.7216620 1.5088345 12602.0000000
821.7661240 1.5087528 12040.0000000
821.8105860 1.5086712 11806.0000000
821.8550480 1.5085896 12488.0000000
821.8995100 1.5085080 12590.0000000
821.9439720 1.5084264 12466.0000000
821.9884340 1.5083448 12364.0000000
822.0328960 1.5082632 12276.0000000
822.0773580 1.5081816 12286.0000000
822.1218200 1.5081001 12330.0000000
822.1662820 1.5080185 12355.0000000
822.2107440 1.5079370 12567.0000000
822.2552060 1.5078554 12171.0000000
822.2996680 1.5077739 12227.0000000
822.3441300 1.5076924 12431.0000000
822.3885920 1.5076109 12340.0000000
822.4330540 1.5075294 12228.0000000
822.4775160 1.5074479 12110.0000000
822.5219780 1.5073664 12356.0000000
822.5664400 1.5072849 11894.0000000
822.6109020 1.5072034 12107.0000000
822.6553640 1.5071220 12292.0000000
822.6998260 1.5070405 12180.0000000
822.7442880 1.5069591 12084.0000000
822.7887500 1.5068776 11969.0000000
822.8332120 1.5067962 12150.0000000
822.8776740 1.5067148 12053.0000000
822.9221360 1.5066334 11963.0000000
822.9665980 1.5065520 12257.0000000
823.0110600 1.5064706 11913.0000000
823.0555220 1.5063892 11812.0000000
823.0999840 1.5063079 12161.0000000
823.1444460 1.5062265 11987.0000000
823.1889080 1.5061451 11990.0000000
823.2333700 1.5060638 12049.0000000
823.2778320 1.5059825 11810.0000000
823.3222940 1.5059011 12017.0000000
823.3667560 1.5058198 12066.0000000
823.4112180 1.5057385 12022.0000000
823.4556800 1.5056572 11999.0000000
823.5001420 1.5055759 11797.0000000
823.5446040 1.5054946 11924.0000000
823.5890660 1.5054133 11948.0000000
823.6335280 1.5053321 11887.0000000
823.6779900 1.5052508 11946.0000000
823.7224520 1.5051696 11709.0000000
823.7669140 1.5050883 11654.0000000
823.8113760 1.5050071 11964.0000000
823.8558380 1.5049259 11639.0000000
823.9003000 1.5048447 11984.0000000
823.9447620 1.5047635 11757.0000000
823.9892240 1.5046823 11926.0000000
824.0336860 1.5046011 11682.0000000
824.0781480 1.5045199 11744.0000000
824.1226100 1.5044387 11771.0000000
824.1670720 1.5043576 11791.0000000
824.2115340 1.5042764 11692.0000000
824.2559960 1.5041953 11654.0000000
824.3004580 1.5041141 11636.0000000
824.3449200 1.5040330 11563.0000000
824.3893820 1.5039519 11529.0000000
824.4338440 1.5038708 11535.0000000
824.4783060 1.5037897 11657.0000000
824.5227680 1.5037086 11385.0000000
824.5672300 1.5036275 11551.0000000
824.6116920 1.5035464 11381.0000000
824.6561540 1.5034654 11679.0000000
824.7006160 1.5033843 11414.0000000
824.4000000 1.5595496 11411.0000000
