680,2104600	1,8227329	25801,0000000
680,2549220	1,8226137	25721,0000000
680,2993840	1,8224946	25963,0000000
680,3438460	1,8223755	26410,0000000
680,3883080	1,8222564	24965,0000000
680,4327700	1,8221374	25013,0000000
680,4772320	1,8220183	25549,0000000
680,5216940	1,8218993	24727,0000000
680,5661560	1,8217802	24615,0000000
680,6106180	1,8216612	24277,0000000
680,6550800	1,8215422	23423,0000000
680,6995420	1,8214232	21304,0000000
680,7440040	1,8213043	21730,0000000
680,7884660	1,8211853	22491,0000000
680,8329280	1,8210664	22016,0000000
680,8773900	1,8209475	21373,0000000
680,9218520	1,8208286	19387,0000000
680,9663140	1,8207097	19490,0000000
681,0107760	1,8205908	20242,0000000
681,0552380	1,8204720	21139,0000000
681,0997000	1,8203531	20594,0000000
681,1441620	1,8202343	20664,0000000
681,1886240	1,8201155	19687,0000000
681,2330860	1,8199967	16726,0000000
681,2775480	1,8198779	14892,0000000
681,3220100	1,8197592	14643,0000000
681,3664720	1,8196404	14083,0000000
681,4109340	1,8195217	13592,0000000
681,4553960	1,8194030	14824,0000000
681,4998580	1,8192843	14073,0000000
681,5443200	1,8191656	13061,0000000
681,5887820	1,8190469	13496,0000000
681,6332440	1,8189283	11428,0000000
681,6777060	1,8188096	10661,0000000
681,7221680	1,8186910	10550,0000000
681,7666300	1,8185724	10057,0000000
681,8110920	1,8184538	8495,0000000
681,8555540	1,8183352	7910,0000000
681,9000160	1,8182167	7399,0000000
681,9444780	1,8180981	6917,0000000
681,9889400	1,8179796	6401,0000000
682,0334020	1,8178611	6399,0000000
682,0778640	1,8177426	6537,0000000
682,1223260	1,8176241	6854,0000000
682,1667880	1,8175056	6809,0000000
682,2112500	1,8173872	6135,0000000
682,2557120	1,8172687	5262,0000000
682,3001740	1,8171503	5401,0000000
682,3446360	1,8170319	5806,0000000
682,3890980	1,8169135	4859,0000000
682,4335600	1,8167951	5028,0000000
682,4780220	1,8166768	6072,0000000
682,5224840	1,8165584	5757,0000000
682,5669460	1,8164401	4436,0000000
682,6114080	1,8163218	4040,0000000
682,6558700	1,8162035	3629,0000000
682,7003320	1,8160852	3351,0000000
682,7447940	1,8159669	4049,0000000
682,7892560	1,8158487	4136,0000000
682,8337180	1,8157304	3878,0000000
682,8781800	1,8156122	5151,0000000
682,9226420	1,8154940	4608,0000000
682,9671040	1,8153758	2948,0000000
683,0115660	1,8152576	2433,0000000
683,0560280	1,8151395	2347,0000000
683,1004900	1,8150213	2234,0000000
683,1449520	1,8149032	2361,0000000
683,1894140	1,8147851	2386,0000000
683,2338760	1,8146670	1931,0000000
683,2783380	1,8145489	1751,0000000
683,3228000	1,8144309	1786,0000000
683,3672620	1,8143128	1692,0000000
683,4117240	1,8141948	1584,0000000
683,4561860	1,8140767	1430,0000000
683,5006480	1,8139587	1459,0000000
683,5451100	1,8138407	1319,0000000
683,5895720	1,8137228	1494,0000000
683,6340340	1,8136048	1465,0000000
683,6784960	1,8134869	1279,0000000
683,7229580	1,8133689	1100,0000000
683,7674200	1,8132510	1002,0000000
683,8118820	1,8131331	1028,0000000
683,8563440	1,8130152	1031,0000000
683,9008060	1,8128974	1050,0000000
683,9452680	1,8127795	864,0000000
683,9897300	1,8126617	745,0000000
684,0341920	1,8125439	700,0000000
684,0786540	1,8124260	621,0000000
684,1231160	1,8123083	639,0000000
684,1675780	1,8121905	617,0000000
684,2120400	1,8120727	597,0000000
684,2565020	1,8119550	576,0000000
684,3009640	1,8118372	611,0000000
684,3454260	1,8117195	591,0000000
684,3898880	1,8116018	553,0000000
684,4343500	1,8114841	647,0000000
684,4788120	1,8113665	731,0000000
684,5232740	1,8112488	633,0000000
684,5677360	1,8111312	597,0000000
684,6121980	1,8110136	562,0000000
684,6566600	1,8108959	449,0000000
684,7011220	1,8107784	365,0000000
684,7455840	1,8106608	406,0000000
684,7900460	1,8105432	519,0000000
684,8345080	1,8104257	777,0000000
684,8789700	1,8103081	706,0000000
684,9234320	1,8101906	348,0000000
684,9678940	1,8100731	337,0000000
685,0123560	1,8099556	359,0000000
685,0568180	1,8098382	494,0000000
685,1012800	1,8097207	437,0000000
685,1457420	1,8096033	307,0000000
685,1902040	1,8094858	277,0000000
685,2346660	1,8093684	274,0000000
685,2791280	1,8092510	273,0000000
685,3235900	1,8091337	245,0000000
685,3680520	1,8090163	262,0000000
685,4125140	1,8088989	242,0000000
685,4569760	1,8087816	221,0000000
685,5014380	1,8086643	238,0000000
685,5459000	1,8085470	217,0000000
685,5903620	1,8084297	229,0000000
685,6348240	1,8083124	201,0000000
685,6792860	1,8081952	227,0000000
685,7237480	1,8080779	225,0000000
685,7682100	1,8079607	206,0000000
685,8126720	1,8078435	218,0000000
685,8571340	1,8077263	198,0000000
685,9015960	1,8076091	195,0000000
685,9460580	1,8074919	186,0000000
685,9905200	1,8073748	193,0000000
686,0349820	1,8072577	185,0000000
686,0794440	1,8071405	196,0000000
686,1239060	1,8070234	201,0000000
686,1683680	1,8069063	187,0000000
686,2128300	1,8067893	193,0000000
686,2572920	1,8066722	185,0000000
686,3017540	1,8065552	194,0000000
686,3462160	1,8064381	181,0000000
686,3906780	1,8063211	193,0000000
686,4351400	1,8062041	169,0000000
686,4796020	1,8060871	187,0000000
686,5240640	1,8059702	163,0000000
686,5685260	1,8058532	188,0000000
686,6129880	1,8057363	181,0000000
686,6574500	1,8056193	184,0000000
686,7019120	1,8055024	182,0000000
686,7463740	1,8053855	187,0000000
686,7908360	1,8052687	179,0000000
686,8352980	1,8051518	178,0000000
686,8797600	1,8050349	176,0000000
686,9242220	1,8049181	164,0000000
686,9686840	1,8048013	164,0000000
687,0131460	1,8046845	180,0000000
687,0576080	1,8045677	164,0000000
687,1020700	1,8044509	188,0000000
687,1465320	1,8043342	176,0000000
687,1909940	1,8042174	159,0000000
687,2354560	1,8041007	180,0000000
687,2799180	1,8039840	173,0000000
687,3243800	1,8038673	161,0000000
687,3688420	1,8037506	166,0000000
687,4133040	1,8036339	166,0000000
687,4577660	1,8035173	163,0000000
687,5022280	1,8034007	178,0000000
687,5466900	1,8032840	163,0000000
687,5911520	1,8031674	177,0000000
687,6356140	1,8030508	158,0000000
687,6800760	1,8029343	162,0000000
687,7245380	1,8028177	170,0000000
687,7690000	1,8027012	191,0000000
687,8134620	1,8025846	165,0000000
687,8579240	1,8024681	180,0000000
687,9023860	1,8023516	157,0000000
687,9468480	1,8022351	179,0000000
687,9913100	1,8021186	174,0000000
688,0357720	1,8020022	179,0000000
688,0802340	1,8018858	172,0000000
688,1246960	1,8017693	177,0000000
688,1691580	1,8016529	182,0000000
688,2136200	1,8015365	167,0000000
688,2580820	1,8014201	172,0000000
688,3025440	1,8013038	165,0000000
688,3470060	1,8011874	179,0000000
